"Actions","Effects","True k","Learning k","Effect-wise precision","Effect-wise recall","Parent pattern precision","Parent pattern recall","Log posterior","Log likelihood","File"
10,1000,1,1,1,1,0.6,1,-76.246189861594,17821.8426272382,"rdata/model-10-1-1-1.RData"
10,1000,1,10,1,1,0.25,1,-324.392880502054,160568.402767268,"rdata/model-10-1-1-10.RData"
10,1000,1,2,1,1,0.375,1,-140.015730473109,35643.6852544764,"rdata/model-10-1-1-2.RData"
10,1000,1,3,1,1,0.333333333333333,1,-216.261920334703,47569.6804332882,"rdata/model-10-1-1-3.RData"
10,1000,1,4,1,1,0.25,1,-253.69186808494,70881.0786825734,"rdata/model-10-1-1-4.RData"
10,1000,1,5,1,1,0.25,1,-304.984759446376,88207.3929153995,"rdata/model-10-1-1-5.RData"
10,1000,1,6,1,1,0.272727272727273,1,-282.804049668458,106931.055763429,"rdata/model-10-1-1-6.RData"
10,1000,1,7,1,1,0.25,1,-307.757348168616,106801.335951662,"rdata/model-10-1-1-7.RData"
10,1000,1,8,1,1,0.25,1,-346.573590279973,142168.449191526,"rdata/model-10-1-1-8.RData"
10,1000,1,3,0.640676013059343,1,0.8,1,-102.585782722872,16209.4327031804,"rdata/model-10-1-11-3.RData"
10,1000,1,4,0.725532840365376,1,0.8,1,-140.015730473109,29039.7133054274,"rdata/model-10-1-11-4.RData"
10,1000,1,6,0.65746945210879,1,0.615384615384615,1,-170.514206417747,31905.1900156736,"rdata/model-10-1-11-6.RData"
10,1000,1,8,0.725532840365376,1,0.615384615384615,1,-231.511158307022,43881.919839067,"rdata/model-10-1-11-8.RData"
10,1000,1,9,0.725532840365376,1,0.533333333333333,1,-171.900500778866,42253.1211434647,"rdata/model-10-1-11-9.RData"
10,1000,1,2,1,1,0.777777777777778,1,-72.0873067782343,19131.6155360635,"rdata/model-10-1-12-2.RData"
10,1000,1,3,1,1,0.7,1,-98.4268996395122,28697.4233040953,"rdata/model-10-1-12-3.RData"
10,1000,1,4,0.891361256544503,1,0.636363636363636,1,-130.31166994527,36050.3392451704,"rdata/model-10-1-12-4.RData"
10,1000,1,5,1,1,0.583333333333333,1,-156.651262806548,46742.8789292355,"rdata/model-10-1-12-5.RData"
10,1000,1,6,0.891361256544503,1,0.538461538461538,1,-160.810145889907,54359.2258958205,"rdata/model-10-1-12-6.RData"
10,1000,1,7,1,1,0.583333333333333,1,-195.467504917905,57608.113164409,"rdata/model-10-1-12-7.RData"
10,1000,1,4,1,1,0.333333333333333,1,-266.168517335019,64816.5805193305,"rdata/model-10-1-13-4.RData"
10,1000,1,5,1,1,0.428571428571429,1,-277.258872223978,80488.5152667923,"rdata/model-10-1-13-5.RData"
10,1000,1,7,1,1,0.272727272727273,1,-321.620291779815,113429.015908828,"rdata/model-10-1-13-7.RData"
10,1000,1,5,1,1,0.75,1,-91.4954278339128,28020.2795664007,"rdata/model-10-1-14-5.RData"
10,1000,1,6,0.813535424744448,1,0.692307692307692,1,-117.835020695191,29138.1593825358,"rdata/model-10-1-14-6.RData"
10,1000,1,7,0.667630893838588,1,0.692307692307692,1,-113.676137611831,33709.317083838,"rdata/model-10-1-14-7.RData"
10,1000,1,1,1,1,0.857142857142857,1,-54.0654800836757,11785.0591896497,"rdata/model-10-1-16-1.RData"
10,1000,1,2,0.829586511441188,1,0.666666666666667,1,-98.4268996395122,16354.7514807016,"rdata/model-10-1-16-2.RData"
10,1000,1,3,0.806911362748926,1,0.6,1,-142.788319195349,27760.3436650966,"rdata/model-10-1-16-3.RData"
10,1000,1,6,0.769073315965761,1,0.5,1,-224.579686501422,50398.5770472161,"rdata/model-10-1-16-6.RData"
10,1000,1,9,0.729696327683616,1,0.428571428571429,1,-285.576638390697,68169.9605525926,"rdata/model-10-1-16-9.RData"
10,1000,1,10,1,1,0.0909090909090909,1,-461.636022252924,218935.087695073,"rdata/model-10-1-17-10.RData"
10,1000,1,5,1,1,0.111111111111111,1,-349.346179002212,109467.543847537,"rdata/model-10-1-17-5.RData"
10,1000,1,1,1,1,0.857142857142857,1,-58.2243631670354,12963.7435451683,"rdata/model-10-1-18-1.RData"
10,1000,1,10,1,1,0.5,1,-262.009634251659,107508.091238215,"rdata/model-10-1-18-10.RData"
10,1000,1,2,1,1,0.666666666666667,1,-103.972077083992,23963.3457807725,"rdata/model-10-1-18-2.RData"
10,1000,1,3,1,1,0.6,1,-162.196440251027,36927.0893259408,"rdata/model-10-1-18-3.RData"
10,1000,1,5,0.92178996170127,1,0.666666666666667,1,-210.716742890223,58238.0950459948,"rdata/model-10-1-18-5.RData"
10,1000,1,7,0.92178996170127,1,0.5,1,-256.46445680718,78771.37194647,"rdata/model-10-1-18-7.RData"
10,1000,1,8,0.92178996170127,1,0.5,1,-212.103037251343,89272.7604432434,"rdata/model-10-1-18-8.RData"
10,1000,1,10,0.698003992015968,1,0.533333333333333,1,-302.212170724136,52323.7127882362,"rdata/model-10-1-19-10.RData"
10,1000,1,5,0.666476081570421,1,0.533333333333333,1,-171.900500778866,28131.3250782453,"rdata/model-10-1-19-5.RData"
10,1000,1,7,0.675748792270531,1,0.533333333333333,1,-170.514206417747,31075.2433130934,"rdata/model-10-1-19-7.RData"
10,1000,1,8,0.615777425603099,1,0.5,1,-232.897452668142,38671.1739011274,"rdata/model-10-1-19-8.RData"
10,1000,1,9,0.636976320582878,1,0.5,1,-223.193392140302,48377.6188785137,"rdata/model-10-1-19-9.RData"
10,1000,1,1,1,1,0.857142857142857,1,-58.2243631670354,13161.560788772,"rdata/model-10-1-2-1.RData"
10,1000,1,2,0.984147114774889,1,0.666666666666667,1,-115.062431972951,25733.4098734726,"rdata/model-10-1-2-2.RData"
10,1000,1,3,1,1,0.545454545454545,1,-158.037557167668,38194.5002237579,"rdata/model-10-1-2-3.RData"
10,1000,1,4,0.812140240711669,1,0.5,1,-180.218266945586,47506.5100536125,"rdata/model-10-1-2-4.RData"
10,1000,1,5,1,1,0.5,1,-224.579686501422,64521.1024425573,"rdata/model-10-1-2-5.RData"
10,1000,1,6,0.812140240711669,1,0.5,1,-241.215218834861,70147.9837082842,"rdata/model-10-1-2-6.RData"
10,1000,1,7,0.971011470281543,1,0.461538461538462,1,-181.604561306706,75270.9997727874,"rdata/model-10-1-2-7.RData"
10,1000,1,8,0.812140240711669,1,0.461538461538462,1,-230.124863945902,94252.7736316202,"rdata/model-10-1-2-8.RData"
10,1000,1,1,1,1,1,1,-27.7258872223978,6534.22311444178,"rdata/model-10-1-20-1.RData"
10,1000,1,10,0.73855383643827,1,0.642857142857143,1,-152.492379723188,43806.7312874999,"rdata/model-10-1-20-10.RData"
10,1000,1,2,1,1,1,1,-55.4517744447956,13068.4462288836,"rdata/model-10-1-20-2.RData"
10,1000,1,3,1,1,0.9,1,-74.8598955004741,19602.6693433253,"rdata/model-10-1-20-3.RData"
10,1000,1,4,1,1,0.75,1,-84.5639560283133,24009.0510766937,"rdata/model-10-1-20-4.RData"
10,1000,1,5,0.937099358974359,1,0.75,1,-109.517254528471,29486.504386457,"rdata/model-10-1-20-5.RData"
10,1000,1,6,1,1,0.6,1,-102.585782722872,31228.1360216525,"rdata/model-10-1-20-6.RData"
10,1000,1,7,0.794767244308529,1,0.642857142857143,1,-123.38019813967,32536.468439229,"rdata/model-10-1-20-7.RData"
10,1000,1,8,0.733688833124216,1,0.642857142857143,1,-148.333496639828,33548.6733924178,"rdata/model-10-1-20-8.RData"
10,1000,1,9,0.790202702702703,1,0.6,1,-140.015730473109,35516.3352700562,"rdata/model-10-1-20-9.RData"
10,1000,1,1,1,1,0.2,1,-74.8598955004741,21840.950103783,"rdata/model-10-1-21-1.RData"
10,1000,1,2,1,1,0.142857142857143,1,-162.196440251027,43681.900207566,"rdata/model-10-1-21-2.RData"
10,1000,1,3,1,1,0.125,1,-224.579686501422,65522.8503113489,"rdata/model-10-1-21-3.RData"
10,1000,1,10,1,1,0.166666666666667,1,-402.025364724768,184074.23267764,"rdata/model-10-1-22-10.RData"
10,1000,1,1,0.919930675909879,1,0.714285714285714,1,-60.9969518892752,13774.2107816463,"rdata/model-10-1-23-1.RData"
10,1000,1,10,0.826371826371826,1,0.363636363636364,1,-361.822828252291,116116.986458409,"rdata/model-10-1-25-10.RData"
10,1000,1,4,0.891500265064499,1,0.363636363636364,1,-224.579686501422,51379.7220106914,"rdata/model-10-1-25-4.RData"
10,1000,1,1,1,1,0.4,1,-79.0187785838338,19786.284391107,"rdata/model-10-1-27-1.RData"
10,1000,1,1,1,1,0.75,1,-51.2928913614359,13393.635795865,"rdata/model-10-1-28-1.RData"
10,1000,1,1,1,1,0.6,1,-79.0187785838338,17894.9528418063,"rdata/model-10-1-29-1.RData"
10,1000,1,1,0.892122690833043,1,0.714285714285714,1,-62.3832462503951,12868.0505494197,"rdata/model-10-1-3-1.RData"
10,1000,1,2,1,1,0.555555555555556,1,-121.99390377855,25898.1954912732,"rdata/model-10-1-3-2.RData"
10,1000,1,3,0.920186949487687,1,0.5,1,-164.969028973267,35595.9584729982,"rdata/model-10-1-3-3.RData"
10,1000,1,4,0.762891207153502,1,0.5,1,-225.965980862542,39708.3592376634,"rdata/model-10-1-3-4.RData"
10,1000,1,5,0.819171067370779,1,0.5,1,-234.283747029262,54396.2448655341,"rdata/model-10-1-3-5.RData"
10,1000,1,6,0.775958769137487,1,0.454545454545455,1,-303.598465085256,60544.9495180379,"rdata/model-10-1-3-6.RData"
10,1000,1,7,0.745232202649585,1,0.454545454545455,1,-316.075114335335,67864.6637952338,"rdata/model-10-1-3-7.RData"
10,1000,1,8,0.738139870223504,1,0.384615384615385,1,-353.505062085572,88198.7847378766,"rdata/model-10-1-3-8.RData"
10,1000,1,1,0.999826056705514,1,0.666666666666667,1,-70.7010124171144,16334.2400889898,"rdata/model-10-1-30-1.RData"
10,1000,1,1,0.993919550982226,0.99407453609855,0.333333333333333,0.666666666666667,-60.9969518892752,18121.6183490836,"rdata/model-10-1-31-1.RData"
10,1000,1,1,1,1,0.9,1,-41.5888308335967,10505.0486428965,"rdata/model-10-1-32-1.RData"
10,1000,1,2,0.91520828198176,1,0.692307692307692,1,-84.5639560283133,12898.4174737228,"rdata/model-10-1-32-2.RData"
10,1000,1,3,0.889767553318955,1,0.6,1,-116.448726334071,23451.3114070837,"rdata/model-10-1-32-3.RData"
10,1000,1,4,0.749646678780537,1,0.6,1,-141.402024834229,23809.0587736109,"rdata/model-10-1-32-4.RData"
10,1000,1,5,0.755442522889115,1,0.5625,1,-192.694916195665,35023.7997435439,"rdata/model-10-1-32-5.RData"
10,1000,1,6,0.733214849921011,1,0.5625,1,-188.536033112305,32853.4518616985,"rdata/model-10-1-32-6.RData"
10,1000,1,8,0.581519185591229,1,0.529411764705882,1,-216.261920334703,40856.679151809,"rdata/model-10-1-32-8.RData"
10,1000,1,9,0.780698065601346,1,0.5,1,-207.944154167984,45245.4123203337,"rdata/model-10-1-32-9.RData"
10,1000,1,1,1,1,0.857142857142857,1,-54.0654800836757,11191.0042346709,"rdata/model-10-1-33-1.RData"
10,1000,1,2,0.948871819491119,1,0.666666666666667,1,-91.4954278339128,19929.5695089275,"rdata/model-10-1-33-2.RData"
10,1000,1,3,0.822684703433923,1,0.6,1,-134.470553028629,22775.8208731593,"rdata/model-10-1-33-3.RData"
10,1000,1,4,0.822684703433923,1,0.545454545454545,1,-177.445678223346,35889.7787873246,"rdata/model-10-1-33-4.RData"
10,1000,1,7,0.78494837172359,1,0.461538461538462,1,-207.944154167984,56309.2529033694,"rdata/model-10-1-33-7.RData"
10,1000,1,8,0.710332434860737,1,0.428571428571429,1,-266.168517335019,54886.9059428349,"rdata/model-10-1-33-8.RData"
10,1000,1,1,0.628147191736604,1,0.875,1,-34.6573590279973,3464.180150474,"rdata/model-10-1-34-1.RData"
10,1000,1,4,0.572577481365241,1,0.7,1,-110.903548889591,20196.7389387552,"rdata/model-10-1-34-4.RData"
10,1000,1,1,1,1,1,1,-45.7477139169564,9709.94318084057,"rdata/model-10-1-35-1.RData"
10,1000,1,1,0.911419272675817,1,0.6,1,-79.0187785838338,16392.1386863041,"rdata/model-10-1-36-1.RData"
10,1000,1,1,1,1,0.875,1,-48.5203026391962,11048.3120741291,"rdata/model-10-1-38-1.RData"
10,1000,1,10,0.915741230389565,1,0.384615384615385,1,-328.551763585414,120586.516307979,"rdata/model-10-1-39-10.RData"
10,1000,1,4,0.904894617662428,1,0.5,1,-219.034509056943,50707.0208973362,"rdata/model-10-1-39-4.RData"
10,1000,1,5,0.844578117379288,1,0.5,1,-248.14669064046,57271.9224679818,"rdata/model-10-1-39-5.RData"
10,1000,1,6,0.826439707286032,1,0.5,1,-311.916231251975,72318.7184998619,"rdata/model-10-1-39-6.RData"
10,1000,1,7,0.844578117379288,1,0.625,1,-384.00353803021,80441.4356950727,"rdata/model-10-1-39-7.RData"
10,1000,1,9,0.844578117379288,1,0.454545454545455,1,-449.159373002845,111262.950956336,"rdata/model-10-1-39-9.RData"
10,1000,1,3,1,1,0.75,1,-171.900500778866,36846.9461893579,"rdata/model-10-1-4-3.RData"
10,1000,1,4,0.927199385324625,1,0.545454545454545,1,-206.557859806864,46782.7742105662,"rdata/model-10-1-40-4.RData"
10,1000,1,7,0.835121107266436,1,0.5,1,-304.984759446376,79594.0962716344,"rdata/model-10-1-40-7.RData"
10,1000,1,9,0.835121107266436,1,0.428571428571429,1,-299.439582001896,90997.1783357947,"rdata/model-10-1-40-9.RData"
10,1000,1,1,1,1,0.6,1,-74.8598955004741,16582.7525369003,"rdata/model-10-1-41-1.RData"
10,1000,1,7,1,1,0.909090909090909,1,-60.9969518892752,24093.8643197569,"rdata/model-10-1-43-7.RData"
10,1000,1,1,0.785658409387223,1,0.4,1,-66.5421293337547,12502.2417738822,"rdata/model-10-1-44-1.RData"
10,1000,1,2,0.816285998013903,1,0.5,1,-124.76649250079,26080.374585338,"rdata/model-10-1-45-2.RData"
10,1000,1,9,0.816285998013903,1,0.307692307692308,1,-402.025364724768,104663.296491268,"rdata/model-10-1-45-9.RData"
10,1000,1,6,1,1,0.5,1,-194.081210556785,61402.0931536499,"rdata/model-10-1-47-6.RData"
10,1000,1,1,1,1,0.5,1,-87.3365447505531,20086.3388176261,"rdata/model-10-1-48-1.RData"
10,1000,1,1,1,1,0.857142857142857,1,-47.1340082780763,10794.4247821233,"rdata/model-10-1-49-1.RData"
10,1000,1,1,1,1,0.5,1,-87.3365447505531,19718.0929063146,"rdata/model-10-1-5-1.RData"
10,1000,1,2,1,1,0.333333333333333,1,-174.673089501106,39436.1858126293,"rdata/model-10-1-5-2.RData"
10,1000,1,3,1,1,0.285714285714286,1,-237.056335751501,59154.2787189439,"rdata/model-10-1-5-3.RData"
10,1000,1,4,1,1,0.25,1,-311.916231251975,78872.3716252585,"rdata/model-10-1-5-4.RData"
10,1000,1,5,1,1,0.2,1,-311.916231251975,98590.4645315732,"rdata/model-10-1-5-5.RData"
10,1000,1,6,1,1,0.285714285714286,1,-386.776126752449,117842.217011965,"rdata/model-10-1-5-6.RData"
10,1000,1,7,1,1,0.181818181818182,1,-349.346179002212,138026.650344202,"rdata/model-10-1-5-7.RData"
10,1000,1,8,1,1,0.181818181818182,1,-374.29947750237,157744.743250517,"rdata/model-10-1-5-8.RData"
10,1000,1,9,1,1,0.181818181818182,1,-361.822828252291,177462.836156832,"rdata/model-10-1-5-9.RData"
10,1000,1,1,1,1,1,1,-41.5888308335967,8761.42952216885,"rdata/model-10-1-50-1.RData"
10,1000,1,2,1,1,0.833333333333333,1,-67.9284236948746,14983.2506034552,"rdata/model-10-1-50-2.RData"
10,1000,1,3,0.807063784923564,1,0.666666666666667,1,-97.0406052783923,14883.5227220095,"rdata/model-10-1-50-3.RData"
10,1000,1,7,0.869387755102041,1,0.533333333333333,1,-209.330448529103,41330.4710815743,"rdata/model-10-1-8-7.RData"
10,1000,1,8,0.695794201714986,1,0.5,1,-205.171565445744,37527.6611814722,"rdata/model-10-1-8-8.RData"
10,1000,1,5,0.928666077738516,1,0.615384615384615,1,-201.012682362384,39295.8296535246,"rdata/model-10-1-9-5.RData"
10,1000,2,1,0.924704418170504,1,0.555555555555556,0.454545454545455,-36.0436533891172,7724.84777461576,"rdata/model-10-2-1-1.RData"
10,1000,2,2,0.924704418170504,1,0.538461538461538,0.636363636363636,-45.7477139169564,10539.9977091594,"rdata/model-10-2-1-2.RData"
10,1000,2,3,0.924704418170504,1,0.538461538461538,0.636363636363636,-92.8817221950327,17927.6327508643,"rdata/model-10-2-1-3.RData"
10,1000,2,4,0.924704418170504,1,0.538461538461538,0.636363636363636,-102.585782722872,26887.0208643538,"rdata/model-10-2-1-4.RData"
10,1000,2,5,0.924704418170504,1,0.538461538461538,0.636363636363636,-112.289843250711,26231.1541219544,"rdata/model-10-2-1-5.RData"
10,1000,2,6,0.924704418170504,1,0.538461538461538,0.636363636363636,-116.448726334071,28637.5811853339,"rdata/model-10-2-1-6.RData"
10,1000,2,7,0.924704418170504,1,0.538461538461538,0.636363636363636,-117.835020695191,24902.753861721,"rdata/model-10-2-1-7.RData"
10,1000,2,8,0.924704418170504,1,0.538461538461538,0.636363636363636,-116.448726334071,30180.9777957353,"rdata/model-10-2-1-8.RData"
10,1000,2,1,0.868407310704961,1,0.555555555555556,0.555555555555556,-38.8162421113569,8094.8881525283,"rdata/model-10-2-10-1.RData"
10,1000,2,2,0.868407310704961,1,0.384615384615385,0.555555555555556,-73.4736011393542,14982.1944187381,"rdata/model-10-2-10-2.RData"
10,1000,2,2,0.98700495049505,1,0.384615384615385,0.555555555555556,-76.246189861594,16592.6885355644,"rdata/model-10-2-11-2.RData"
10,1000,2,1,0.847462968799244,1,0.333333333333333,0.25,-31.8847703057575,6115.26994840527,"rdata/model-10-2-13-1.RData"
10,1000,2,1,1,1,0.142857142857143,0.2,-49.9065970003161,11228.6132727295,"rdata/model-10-2-14-1.RData"
10,1000,2,2,1,1,0.1,0.2,-87.3365447505531,22457.226545459,"rdata/model-10-2-14-2.RData"
10,1000,2,1,0.968668407310705,0.990213523131673,0.555555555555556,0.625,-29.1121815835177,9099.24536998627,"rdata/model-10-2-16-1.RData"
10,1000,2,2,0.971122994652406,1,0.3,0.428571428571429,-84.5639560283133,20061.8328400917,"rdata/model-10-2-18-2.RData"
10,1000,2,1,0.98121546961326,1,0.5,0.444444444444444,-47.1340082780763,9833.35160827565,"rdata/model-10-2-2-1.RData"
10,1000,2,2,0.98121546961326,1,0.545454545454545,0.666666666666667,-72.0873067782343,19065.3331229199,"rdata/model-10-2-2-2.RData"
10,1000,2,3,0.98121546961326,1,0.5,0.666666666666667,-109.517254528471,22994.5370247222,"rdata/model-10-2-2-3.RData"
10,1000,2,4,0.98121546961326,1,0.5,0.666666666666667,-134.470553028629,37529.2961522085,"rdata/model-10-2-2-4.RData"
10,1000,2,5,0.98121546961326,1,0.5,0.666666666666667,-121.99390377855,46435.5423205016,"rdata/model-10-2-2-5.RData"
10,1000,2,6,0.98121546961326,1,0.5,0.666666666666667,-146.947202278708,55993.2591814971,"rdata/model-10-2-2-6.RData"
10,1000,2,7,0.98121546961326,1,0.5,0.666666666666667,-146.947202278708,55758.703073165,"rdata/model-10-2-2-7.RData"
10,1000,2,8,0.98121546961326,1,0.5,0.666666666666667,-144.174613556469,65972.8363658683,"rdata/model-10-2-2-8.RData"
10,1000,2,1,0.964116094986807,1,0.222222222222222,0.5,-34.6573590279973,9987.32835712567,"rdata/model-10-2-20-1.RData"
10,1000,2,1,1,1,0.375,0.3,-40.2025364724768,10349.8848544049,"rdata/model-10-2-21-1.RData"
10,1000,2,1,1,1,0.375,0.375,-37.429947750237,10582.8490673243,"rdata/model-10-2-22-1.RData"
10,1000,2,1,1,1,0.125,0.5,-37.429947750237,10604.6624021948,"rdata/model-10-2-24-1.RData"
10,1000,2,1,0.976041666666667,1,0.5,0.5,-47.1340082780763,10290.3646024016,"rdata/model-10-2-25-1.RData"
